name,gender,origins
Roi 1,m,Galician
Roi 2,m,Hebrew
Roibeárd,m,Irish
Roimata,f,Maori
Róis,f,Irish (Rare)
Róise,f,Irish
Róisín,f,Irish
Rok,m,Slovene
Rokas,m,Lithuanian
Roko,m,Croatian
Roksana,f,"Russian, Polish"
Roksolana,f,"Ukrainian, Russian"
Rokuro,m,Japanese
Rokurō,m,Japanese
Rokurou,m,Japanese
Rokus,m,Dutch
Rolan,m,Russian
Roland,m,"English, French, German, Swedish, Dutch, Hungarian, Polish, Slovak, Albanian, Georgian, Carolingian Cycle"
Rolandas,m,Lithuanian
Rolande,f,French
Rolando,m,"Spanish, Italian, Portuguese"
Rolands,m,Latvian
Rolant,m,"Medieval French, Carolingian Cycle"
Roldán,m,Spanish
Roldão,m,Portuguese (Rare)
Rolf,m,"German, Swedish, Norwegian, Danish, English"
Rolland,m,"French, English"
Rollant,m,"Medieval French, Carolingian Cycle"
Rollie,m,English
Rollo,m,English
Rolo,m,English (Rare)
Rolph,m,English (Rare)
Roly,m,English
Rom,m,Hebrew
Roma 1,m,Russian
Roma 2,f,Various
Romà,m,Catalan
Romaeus,m,Late Roman
Romain,m,French
Romaine,f,"French, English"
Román,m,"Spanish, Hungarian"
Roman,m,"Russian, Polish, Czech, Slovak, Ukrainian, Slovene, Croatian, Estonian, German, English"
Romána,f,Hungarian (Rare)
Romana,f,"Italian, Polish, Slovene, Croatian, Czech, Slovak, Late Roman"
Romanas,m,Lithuanian
Romane,f,French
Romano,m,Italian
Romanos,m,Late Greek
Romāns,m,Latvian
Romanus,m,Late Roman
Romão,m,Portuguese
Romário,m,Portuguese (Brazilian)
Romas,m,Lithuanian
Romayne,f,English (Rare)
Rome,m,English (Modern)
Romée,f,"French (Rare), Dutch (Modern)"
Romein,m,Dutch (Rare)
Roméo,m,French
Romeo,m,"Italian, Romanian"
Romeu,m,Portuguese
Romey,f,English (Rare)
Romi,f,Hebrew
Romilda,f,"Italian, Germanic (Latinized)"
Romilius,m,Ancient Roman
Romilly,m,"English (British, Rare)"
Romina,f,Italian
Romola,f,Italian (Rare)
Romolo,m,Italian
Romuald,m,"French, Polish, Germanic"
Romualda,f,"Lithuanian, Polish"
Romualdas,m,Lithuanian
Romualdo,m,"Italian, Spanish, Portuguese"
Romualds,m,Latvian
Rómulo,m,"Spanish, Portuguese (European)"
Rômulo,m,Portuguese (European)
Romulus,m,"Roman Mythology, Romanian"
Romy,f,"German, Dutch, French, English"
Ron 1,m,English
Ron 2,m,Hebrew
Rona 1,f,English
Rona 2,f,Hebrew
Ronald,m,"Scottish, English, Dutch, German"
Ronalda,f,Scottish
Ronaldinho,m,Portuguese
Ronaldo,m,Portuguese
Rónán,m,"Irish, Old Irish"
Ronan,m,"Breton, Irish, French, English (Modern)"
Ronda,f,English
Ronen,m,Hebrew
Rong,f,Chinese
Roni 1,f,Hebrew
Roni 2,f,English
Roni 3,m,Finnish
Ronin,m,English (Modern)
Ronit 1,f,Irish (Rare)
Ronit 2,f,Hebrew
Ronja,f,"Swedish, Finnish"
Ronne,m,Frisian
Ronnette,f,English (Rare)
Ronnie,m,English
Ronny,m,English
Roope,m,Finnish
Roopertti,m,Finnish (Rare)
Roos,f,Dutch
Roosa,f,Finnish
Roosevelt,m,English
Roosje,f,Dutch
Roozbeh,m,Persian
Roparzh,m,Breton
Roque,m,"Spanish, Portuguese"
Rorie,f,English
Rory,m,"Irish, Scottish, English"
Rós,f,Icelandic
Ros,f,English
Rósa,f,"Icelandic, Faroese"
Rosa 1,f,"Spanish, Italian, Portuguese, Catalan, Swedish, Danish, Norwegian, Finnish, Dutch, German, English"
Rosa 2,f,"Bulgarian, Serbian, Croatian, Macedonian"
Rosabel,f,English (Rare)
Rosabella,f,English (Rare)
Rosaire,m,French
Rosalba,f,Italian
Rosalee,f,English
Rosaleen,f,"English (Rare), Irish"
Rosália,f,Portuguese
Rosalía,f,"Spanish, Galician"
Rosalia,f,"Italian, Late Roman"
Rosalie,f,"French, German, Dutch, English"
Rosalin,f,English (Rare)
Rosalina,f,"Portuguese, Spanish"
Rosalind,f,English
Rosalinda,f,"Spanish, Italian"
Rosalinde,f,German
Rosaline,f,English
Rosalva,f,Spanish
Rosalyn,f,English
Rosalynn,f,English (Rare)
Rosalynne,f,English (Rare)
Rosa María,f,Spanish
Rosamond,f,English
Rosamund,f,English (Rare)
Rosana,f,"Portuguese, Spanish"
Rosane,f,Portuguese (Brazilian)
Rosângela,f,Portuguese
Rosangela,f,Italian
Rosanna,f,"Italian, English"
Rosannah,f,English (Rare)
Rosanne,f,"English, Dutch"
Rosaria,f,Italian
Rosário,f,Portuguese
Rosario,f,"Spanish, Italian"
Rosaura,f,Spanish
Roscoe,m,English
Rose,f,"English, French"
Roseann,f,English
Roseanna,f,English (Rare)
Roseanne,f,English
Roseli,f,Portuguese (Brazilian)
Rosélia,f,Portuguese (Brazilian)
Roseline,f,French
Rosella,f,Italian
Roselle,f,Various
Roselyn,f,English
Roselyne,f,French
Rose-Marie,f,French
Rosemarie,f,"English, German, Dutch"
Rosemary,f,English
Rosemonde,f,French
Rosen,m,Bulgarian
Rosenda,f,Spanish
Rosendo,m,Spanish
Rosenrot,f,Literature
Roser,f,Catalan
Rosetta,f,Italian
Rosette,f,French
Roshan,m,"Persian, Hindi, Marathi, Nepali"
Roshanak,f,Persian
Roshanara,f,Persian (Archaic)
Rosheen,f,Irish
Roshni,f,"Marathi, Hindi"
Rosi,f,"German, Spanish, Portuguese"
Rosica,f,Bulgarian
Rosie,f,English
Rosilene,f,Portuguese (Brazilian)
Rosimeire,f,Portuguese
Rosina,f,Italian
Rosine,f,French
Rosinha,f,Portuguese
Rosita,f,Spanish
Rositsa,f,Bulgarian
Roslindis,f,Germanic (Latinized)
Roslyn,f,English
Rosmarie,f,German
Rosmunda,f,Germanic
Ross,m,"Scottish, English"
Rossa,f,Italian (Rare)
Rossana,f,Italian
Rossella,f,Italian
Röstäm,m,Tatar
Rostam,m,"Persian, Persian Mythology"
Rostislav,m,"Russian, Czech"
Rostom,m,Georgian
Rostyslav,m,Ukrainian
Roswell,m,English
Roswitha,f,German
Rosy,f,English
Rotem,m,Hebrew
Rothaid,f,Germanic
Rotri,m,Old Welsh
Rouben,m,Armenian
Roul,m,"Medieval French, Medieval English"
Rouzbeh,m,Persian
Rover,m,Pet
Rövşən,m,Azerbaijani
Rowan,m,"Irish, English (Modern)"
Rowanne,f,English (Rare)
Rowen,m,English (Modern)
Rowena,f,English
Rowina,f,English (Rare)
Rowland,m,English
Rowley,m,English
Röwşen,m,Turkmen
Roxana,f,"English, Spanish, Romanian, Ancient Greek (Latinized)"
Roxane,f,"French, English"
Roxanna,f,English
Roxanne,f,"English, French"
Roxelana,f,History
Roxie,f,English
Roxy,f,English
Roy,m,"Scottish, English, Dutch"
Röya,f,Azerbaijani
Roya,f,Persian
Royal,m,English
Royale,f,English (Rare)
Royalty,f,English (Modern)
Royce,m,English
Roydon,m,English (Rare)
Royle,m,English (Rare)
Royse,f,Medieval English
Royston,m,English (British)
Roz,f,English
Róża,f,Polish
Róza,f,Hungarian
Roza 1,f,"Russian, Bulgarian, Macedonian"
Roza 2,f,Germanic
Rozabela,f,Esperanto
Rozália,f,"Hungarian, Slovak"
Rozalia,f,"Polish, Romanian"
Rozálie,f,Czech
Rozālija,f,Latvian
Rozalija,f,"Lithuanian, Slovene, Croatian, Macedonian"
Rozaliya,f,Russian
Rozanne,f,English
Rozárie,f,Czech (Rare)
Rožė,f,Lithuanian
Rozenn,f,Breton
Rozika,f,Croatian
Rozina,f,Hungarian (Modern)
Rózsa,f,Hungarian
Rózsi,f,Hungarian
Ru,m,Chinese
Rúadán,m,Old Irish
Ruadh,m,"Medieval Irish, Medieval Scottish"
Ruadhán,m,Irish
Ruaidhrí,m,Irish
Ruaidrí,m,Old Irish
Ruairi,m,Scottish Gaelic
Ruairí,m,Irish
Ruairidh,m,Scottish Gaelic
Ruan,m,Portuguese (Brazilian)
Ruaraidh,m,Scottish Gaelic
Ruarc,m,Irish
Ruarcc,m,Old Irish
Ruaridh,m,Scottish Gaelic
Ruba,f,Arabic
Rubab,f,"Arabic, Urdu"
Rübabə,f,Azerbaijani
Rube,m,English
Rubem,m,Portuguese (Brazilian)
Rúben,m,Portuguese
Rubén,m,Spanish
Rubèn,m,Catalan
Ruben,m,"Dutch, Swedish, Norwegian, Danish, German, French, Italian, Armenian, Biblical Latin"
Rubena,f,Esperanto
Rubens,m,Portuguese (Brazilian)
Rubeus,m,Literature
Rubi,f,Slovene
Rubina,f,"Portuguese, Italian (Rare)"
Rubinho,m,Portuguese
Ruby,f,English
Rubye,f,English
Rudericus,m,Gothic (Latinized)
Rudesind,m,Gothic (Modernized)
Rudesindus,m,Gothic (Latinized)
Rudi,m,"German, Hungarian"
Rüdiger,m,German
Rudina,f,Albanian
Rudīte,f,Latvian
Rudo,m,Shona
Rudolf,m,"German, Czech, Slovak, Hungarian, Dutch, Russian, Armenian"
Rudolfine,f,German (Austrian)
Rūdolfs,m,Latvian
Rudolph,m,English
Rudra,m,"Hinduism, Nepali, Odia"
Rudy,m,English
Rudyard,m,English (Rare)
Rue,f,English
Ruedi,m,German (Swiss)
Ruf,f,Russian
Rufaro,f,Shona
Rufina,f,"Russian, Spanish, Ancient Roman"
Rufino,m,"Spanish, Portuguese, Italian (Rare)"
Rufinus,m,Ancient Roman
Rufus,m,"Ancient Roman, English, Biblical"
Ruggero,m,Italian
Ruggiero,m,"Italian, Carolingian Cycle"
Rugilė,f,Lithuanian
Ruh,m,Arabic
Rui,m,Portuguese
Ruiha,f,Maori
Rukhsana,f,Urdu
Rukiye,f,Turkish
Rukmini,f,"Hinduism, Marathi, Kannada"
Rumbidzai,f,Shona
Rumen,m,"Bulgarian, Macedonian"
Rumena,f,"Bulgarian, Macedonian"
Rumhilt,f,Germanic
Rumi,f,Japanese
Rumiana,f,Bulgarian
Rumpelstiltskin,m,Literature
Rumpelstilzchen,m,Literature
Rumyana,f,Bulgarian
Rúna,f,"Old Norse, Icelandic, Faroese"
Runa,f,"Norwegian, Danish, Swedish"
Rúnar,m,Icelandic
Runar,m,Norwegian
Rune,m,"Norwegian, Danish, Swedish"
Rúni,m,"Old Norse, Faroese"
Runtiya,m,Luwian Mythology
Ruoxi,f,Chinese
Rupa,f,"Hindi, Marathi, Bengali, Nepali"
Rupert,m,"German, English"
Ruperta,f,Spanish
Ruperto,m,Spanish
Rupinder,m,Indian (Sikh)
Ruprecht,m,German (Archaic)
Rüqəyya,f,Azerbaijani
Rüqəyyə,f,Azerbaijani
Ruqayya,f,Arabic
Ruqayyah,f,Arabic
Rurik,m,Russian (Rare)
Ruşen,m,Turkish
Rushd,m,Arabic
Rushda,f,Arabic
Rusiko,f,Georgian
Ruska,f,Georgian
Ruslan,m,"Russian, Tatar, Bashkir, Ukrainian, Belarusian, Kazakh, Kyrgyz, Uzbek, Turkmen, Azerbaijani, Ossetian, Chechen, Ingush, Avar, Circassian, Indonesian, Malay"
Ruslana,f,Ukrainian
Rusnė,f,Lithuanian
Russ,m,English
Russel,m,English
Russell,m,English
Rüstəm,m,Azerbaijani
Rustam,m,"Kazakh, Uzbek, Tajik, Indonesian"
Rüstem,m,Turkish
Rustem,m,Tatar (Russified)
Rusticus,m,Ancient Roman
Rustik,m,Russian (Rare)
Rusty,m,English
Rusudan,f,Georgian
Rusudani,f,Georgian
Rusul,m,Arabic
Rút,f,"Czech, Slovak"
Rut,f,"Spanish, Icelandic, Swedish, Hebrew, Biblical Hebrew"
Rūta,f,"Lithuanian, Latvian"
Ruta,f,"Polish, Latvian"
Rute,f,Portuguese
Rutendo,f,Shona
Rutger,m,Dutch
Ruth 1,f,"English, German, Dutch, Swedish, Norwegian, Danish, Estonian, Spanish, Biblical, Biblical Latin"
Ruth 2,m,Limburgish
Rutherford,m,English
Ruthĭ,f,Old Church Slavic
Ruthie,f,English
Rutt,f,Estonian
Ruuben,m,"Finnish (Rare), Estonian (Rare)"
Ruud,m,Dutch
Ruut,f,Finnish
Ruvim,m,"Russian (Rare), Ukrainian (Rare)"
Ruvimŭ,m,Old Church Slavic
Ruwa,f,Arabic
Ruwan,m,Sinhalese
Ruxandra,f,Romanian
Ruy,m,"Portuguese, Spanish"
Ruya,f,Arabic
Ruža,f,"Croatian, Serbian, Macedonian"
Ruzan,f,Armenian
Ruzanna,f,Armenian
Růžena,f,Czech
Ružena,f,Slovak
Rüzgar,m,Turkish
Ruzha,f,"Bulgarian, Macedonian"
Ružica,f,"Croatian, Serbian"
Ry,m,English
Ryan,m,English
Ryana,f,English (Rare)
Ryann,f,English (Modern)
Ryanne,f,English (Rare)
Ryden,m,English (Modern)
Ryder,m,English (Modern)
Ryhor,m,Belarusian
Ryker,m,English (Modern)
Rylan,m,English (Modern)
Ryland,m,English (Modern)
Rylee,f,English (Modern)
Ryleigh,f,English (Modern)
Ryley,m,English (Modern)
Rylie,f,English (Modern)
Rym,f,Arabic (Maghrebi)
Rymma,f,Ukrainian
Ryo,m,Japanese
Ryō,m,Japanese
Ryōichi,m,Japanese
Ryoichi,m,Japanese
Ryōko,f,Japanese
Ryōsuke,m,Japanese
Ryōta,m,Japanese
Ryota,m,Japanese
Ryou,m,Japanese
Ryouichi,m,Japanese
Ryouko,f,Japanese
Ryousuke,m,Japanese
Ryouta,m,Japanese
Ryszard,m,Polish
Rytis,m,Lithuanian
Ryū,m,Japanese
Ryūji,m,Japanese
Ryūnosuke,m,Japanese
Ryuu,m,Japanese
Ryuuji,m,Japanese
Ryuunosuke,m,Japanese
Rza,m,Azerbaijani
Sa'ad,m,Arabic
Saad,m,"Arabic, Malay"
Saada,f,Arabic
Səadət,f,Azerbaijani
Saadia,f,"Arabic, Urdu"
Saam,m,"Persian, Persian Mythology"
Saana,f,Finnish
Saar 1,f,Dutch
Saar 2,m,Hebrew
Saara,f,Finnish
Saba 1,m,Georgian
Saba 2,f,"Persian, Urdu"
Sabah,f,"Arabic, Turkish"
Sabah ad-Din,m,Arabic (Rare)
Sabahattin,m,Turkish
Sabahudin,m,Bosnian
Şaban,m,Turkish
Šaban,m,"Bosnian, Macedonian"
Sabas,m,Spanish
Sabbas,m,Late Greek
Sabeeha,f,"Arabic, Urdu"
Sabeen,f,Urdu
Sabela,f,Galician
Sabella,f,English (Rare)
Sabellius,m,Late Roman
Saber,m,"Arabic, Persian"
Sabia,f,Irish Mythology
Sabien,f,Dutch (Modern)
Sabih,m,Arabic
Sabiha,f,"Arabic, Turkish, Urdu, Bengali"
Sabin,m,"Romanian, Bulgarian, Basque"
Səbinə,f,Azerbaijani
Sabina,f,"Italian, Spanish, Portuguese, Romanian, Polish, Czech, Slovene, Russian, Croatian, Swedish, Ancient Roman"
Sabīne,f,Latvian
Sabine,f,"French, German, Dutch, Danish"
Sabino,m,"Italian, Spanish, Portuguese"
Sabinus,m,Ancient Roman
Sabir,m,"Arabic, Urdu, Azerbaijani"
Sable,f,English (Modern)
Şəbnəm,f,Azerbaijani
Sabra,f,Literature
Sabri,m,"Arabic, Turkish, Albanian, Malay"
Sabrina,f,"English, Italian, German, French, Spanish, Portuguese"
Sabriye,f,Turkish
Sabriyya,f,Arabic
Sabryna,f,English (Rare)
Saburo,m,Japanese
Saburō,m,Japanese
Saburou,m,Japanese
Sacagawea,f,Indigenous American
Səccad,m,Azerbaijani
Sacdiyo,f,Somali
Sacha,m,"French, Dutch"
Sachairi,m,Scottish Gaelic (Rare)
Sacheverell,m,English (Rare)
Sachie,f,Japanese
Sachiko,f,Japanese
Sachin,m,"Hindi, Marathi, Gujarati, Telugu"
Sacnicte,f,Mayan (Hispanicized)
Sacnite,f,Mayan (Hispanicized)
Sacramento,f,Spanish
Sacrapant,m,Carolingian Cycle
Sacripante,m,Carolingian Cycle
Sa'd,m,Arabic
Sadaf,f,"Arabic, Persian, Urdu"
Sadako,f,Japanese
Sədaqət,f,Azerbaijani
Sadb,f,"Irish Mythology, Old Irish"
Sadbh,f,Irish Mythology
Saddam,m,"Arabic, Urdu, Bengali"
Säde,f,Finnish
Sadegh,m,Persian
Sadeq,m,Persian
Sadhana,f,"Bengali, Hindi, Marathi"
Sadhbh,f,"Irish, Irish Mythology"
Şadi,m,Turkish
Sa'di,m,Arabic
Sadi,m,"Arabic, Turkish"
Sa'dia,f,Arabic
Sadia,f,"Arabic, Urdu, Bengali"
Sadie,f,English
Sadık,m,Turkish
Sadıq,m,Azerbaijani
Sadiq,m,"Arabic, Urdu"
Şadiye,f,Turkish
Saeed,m,"Arabic, Persian, Urdu, Dhivehi"
Saeeda,f,Urdu
Saeid,m,Persian
Sáerlaith,f,Medieval Irish
Sæwine,m,Anglo-Saxon
Safa,m,"Persian, Turkish, Arabic"
Safaa,f,Arabic
Safaa',f,Arabic
Saffira,f,Biblical Latin
Saffron,f,English (Rare)
Safi,m,Arabic
Safia,f,Arabic
Safira,f,Portuguese
Safiya,f,"Hausa, Kazakh, Kyrgyz, Arabic"
Safiye,f,Turkish
Safiyya,f,Arabic
Safiyyah,f,Arabic
Sága,f,Norse Mythology
Saga,f,"Norse Mythology, Swedish, Icelandic"
Sagar,m,"Hindi, Marathi, Bengali, Gujarati, Odia, Punjabi"
Sagara,m,"Hinduism, Sinhalese"
Sage,f,English (Modern)
Sagi,m,Hebrew
Sagit,f,Hebrew
Sagrario,f,Spanish
Sahak,m,Armenian
Sahar,f,"Arabic, Persian"
Sahib,m,"Punjabi, Urdu, Azerbaijani"
Sahil,m,"Azerbaijani, Hindi, Urdu"
Şahin,m,Turkish
Şəhla,f,Azerbaijani
Şahnaz,f,Turkish
Sahsa,f,Germanic
Saibh,f,Irish (Rare)
Sa'id,m,Arabic
Səid,m,Azerbaijani
Said,m,"Arabic, Uzbek, Tajik, Chechen, Avar, Indonesian, Malay"
Sa'ida,f,Arabic
Səidə,f,Azerbaijani
Saida,f,Arabic
Saidu,m,Hausa
Saif,m,"Arabic, Urdu, Bengali"
Saif al-Din,m,Arabic
Saiful,m,"Arabic, Bengali, Indonesian, Malay"
Saifullah,m,"Arabic, Urdu"
Saige,f,English (Modern)
Saija,f,Finnish
Saila,f,Finnish
Sailor,f,English (Rare)
Saima 1,f,Urdu
Saima 2,f,"Finnish, Estonian"
Saimi,f,Finnish
Saimir,m,Albanian
Saint,m,English (Modern)
Saira,f,Urdu
Sait,m,Turkish
Sajed,m,Arabic
Sajid,m,Arabic
Sajida,f,"Arabic, Urdu"
Sajjad,m,"Arabic, Persian, Urdu, Bengali"
Sajra,f,Bosnian
Sakari,m,Finnish
Sakchai,m,Thai
Sakhr,m,Arabic
Saki,f,Japanese
Sakiko,f,Japanese
Səkinə,f,Azerbaijani
Sakina,f,"Arabic, Urdu"
Sakine,f,Turkish
Sakineh,f,Persian
Şakir,m,Turkish
Sakke,m,Finnish
Sakshi,f,"Hindi, Marathi"
Saku,m,Finnish
Sakura,f,Japanese
Sakurako,f,Japanese
Sal,f,English
Salacia,f,Roman Mythology
Saladin,m,History
Salah 1,m,Arabic
Salah 2,m,Biblical
Salah ad-Din,m,Arabic
Salah al-Din,m,Arabic
Salaheddine,m,Arabic (Maghrebi)
Salama,m,Arabic
Salamat,m,"Urdu, Kazakh, Kyrgyz, Uzbek"
Salamatu,f,Western African
Salambek,m,Chechen
Salamon,m,Hungarian
Salathiel,m,"Biblical, Biblical Greek"
Salathihel,m,Biblical Latin
Salbjǫrg,f,Old Norse
Saldís,f,Old Norse
Saleem,m,"Arabic, Urdu"
Saleh,m,"Arabic, Indonesian, Azerbaijani"
Salem 1,m,Arabic
Salem 2,f,English (Modern)
Salena,f,English (Modern)
Salha,f,Arabic
Salih,m,"Arabic, Turkish, Bosnian, Bengali, Quranic"
Saliha,f,"Arabic, Turkish, Kyrgyz"
Salihu,m,Hausa
Salik,m,Greenlandic
Salil,m,Arabic
Salim,m,"Arabic, Urdu"
Salima,f,Arabic
Salina,f,English
Salisu,m,Hausa
Saljan,f,Turkic Mythology
Salka,f,Icelandic
Salla,f,Finnish
Salli,f,Finnish
Sallie,f,English
Sallust,m,History
Sallustius,m,Ancient Roman
Sally,f,English
Salma,f,"Arabic, Urdu, Bengali, Indonesian"
Salman,m,"Arabic, Persian, Urdu, Bengali, Indonesian, Malay"
Salme,f,"Estonian, Finnish"
Salomão,m,Portuguese
Salome,f,"English (Rare), German (Rare), Georgian, Biblical, Biblical Latin, Biblical Greek"
Salomé,f,"French, Spanish, Portuguese"
Salomè,f,Italian (Rare)
Salomea,f,Polish (Rare)
Salomo,m,"Biblical German, Biblical Dutch"
Salomón,m,"Spanish, Biblical Spanish"
Salomon,m,"French, Biblical French, Biblical Polish, Biblical Latin, Biblical Greek"
Salomone,m,Biblical Italian
Sālote,f,Tongan
Saltanat,f,Kazakh
Salud,f,Spanish
Salut,f,Catalan
Salvacion,f,Spanish (Philippines)
Salvador,m,"Spanish, Portuguese, Catalan"
Salvadora,f,Spanish
Salvator,m,Late Roman
Salvatore,m,Italian
Salvatrice,f,Italian
Salvatrix,f,Late Roman
Salvio,m,Italian (Rare)
Salvius,m,Ancient Roman
Salvo,m,Italian
Salwa,f,Arabic
Sam 1,m,English
Sam 2,m,"Persian, Persian Mythology"
Səma,f,Azerbaijani
Sama,f,Arabic
Samaa,f,Arabic
Samad,m,Arabic
Samael,m,Judeo-Christian-Islamic Legend
Samaneh,f,Persian
Samanta,f,"Italian, Spanish, Portuguese, Latvian, Polish"
Samantha,f,"English, Italian, Dutch"
Samar 1,f,Arabic
Samar 2,m,"Urdu, Bengali"
Samara,f,"English (Modern), Portuguese (Brazilian)"
Samat,m,"Kazakh, Kyrgyz, Bashkir, Tatar"
Samed,m,Turkish
Sameer 1,m,Arabic
Sameer 2,m,"Hindi, Marathi, Bengali, Gujarati"
Sameera 1,f,Arabic
Sameera 2,f,"Telugu, Marathi, Hindi"
Sameera 3,m,Sinhalese
Sameh,m,Arabic
Samer,m,Arabic
Samet,m,Turkish
Sami 1,m,Finnish
Sami 2,m,"Arabic, Turkish, Albanian"
Sami 3,m,"Arabic, Urdu"
Samia 1,f,"Arabic, Bengali"
Samia 2,f,Urdu
Samih,m,Arabic
Samiha,f,Arabic
Şämıl,m,Kazakh
Şamil,m,"Azerbaijani, Tatar"
Samina,f,"Arabic, Urdu"
Samir 1,m,"Arabic, Azerbaijani"
Samir 2,m,"Hindi, Marathi, Bengali, Gujarati"
Samira 1,f,"Arabic, Persian"
Samira 2,f,"Marathi, Hindi, Telugu"
Samirə,f,Azerbaijani
Samiya,f,Arabic
Samiye,f,Turkish
Sammi,f,English (Rare)
Sammie,f,English
Sammy,m,English
Samnang,m,Khmer
Samo,m,"Slovene, History"
Samoil,m,Macedonian
Samouel,m,Biblical Greek
Sampath,m,"Kannada, Telugu, Tamil, Sinhalese"
Sampo,m,"Finnish, Finnish Mythology"
Samppa,m,Finnish
Sampson 1,m,Biblical Greek
Sampson 2,m,English
Səmra,f,Azerbaijani
Samra,f,Arabic
Şəms,f,Azerbaijani
Samson,m,"Biblical, English, French, Biblical Latin"
Samu,m,"Hungarian, Finnish, Spanish"
Sámuel,m,Hungarian
Samuël,m,Dutch
Samuel,m,"English, French, German, Dutch, Spanish, Portuguese, Polish, Czech, Slovak, Romanian, Swedish, Norwegian, Danish, Finnish, Jewish, Amharic, Biblical"
Samuela 1,f,Italian
Samuela 2,m,Fijian
Samuele,m,Italian
Samuhel,m,Biblical Latin
Samuil,m,"Russian, Bulgarian"
Samuilŭ,m,Old Church Slavic
Samuli,m,Finnish
Samvel,m,Armenian
Samwel,m,Eastern African
Samwise,m,Literature
Samy,m,Arabic
Şan,m,Turkish (Rare)
San,f,Burmese
Sana 1,f,Arabic
Sana 2,f,Japanese
Sana 3,f,Urdu
Sanaa,f,Arabic
Sənan,m,Azerbaijani
Sanaz,f,Persian
Sancha,f,"Spanish (Rare), Portuguese (Rare)"
Sancheriv,m,Biblical Hebrew
Sancho,m,"Spanish, Portuguese"
Sanctius,m,Late Roman
Sanda 1,f,"Romanian, Croatian, Latvian"
Sanda 2,f,Burmese
Sandalio,m,Spanish
Sandar,f,Burmese
Sandeep,m,"Hindi, Marathi, Bengali, Punjabi, Gujarati, Kannada, Malayalam, Telugu, Tamil, Nepali"
Sander,m,"Dutch, Estonian, Danish, Norwegian"
Sandford,m,English (Rare)
Sandhya,f,"Hinduism, Hindi, Marathi, Telugu, Tamil, Kannada, Malayalam"
Sandi,m,"Croatian, Slovene"
Sandie,f,English
Sandile,m,"Zulu, Xhosa, Ndebele"
Sandip,m,"Hindi, Marathi, Bengali, Punjabi, Gujarati, Kannada, Malayalam, Telugu, Tamil, Nepali"
Sandis,m,Latvian
Sándor,m,Hungarian
Sandra,f,"Italian, English, French, Spanish, Portuguese, German, Dutch, Swedish, Norwegian, Danish, Icelandic, Latvian, Lithuanian, Polish, Slovene, Croatian, Serbian, Macedonian, Czech, Romanian"
Sandrine,f,French
Sandro,m,"Italian, Georgian"
Sandu,m,Romanian
Sandy,m,English
Sanel,m,Croatian
Sanela,f,"Croatian, Slovene"
Sanem,f,Turkish
Sanford,m,English
Sang 1,m,Korean
Sang 2,m,Vietnamese
Sangeeta,f,"Hindi, Marathi, Nepali"
Sangeetha,f,"Kannada, Tamil, Malayalam, Telugu"
Sang-hun,m,Korean
Sangita,f,"Hindi, Marathi, Nepali, Bengali, Assamese, Odia"
Sango,f,Popular Culture
Sani 1,m,Arabic
Sani 2,m,Hausa
Sanije,f,Albanian
Sanita,f,Latvian
Saniye,f,Turkish
Saniyya,f,Arabic
Sanja,f,"Croatian, Serbian, Slovene"
Sanjana,f,"Hindi, Marathi"
Sanjar,m,"Uzbek, Kazakh, Medieval Turkic"
Sanjay,m,"Hindi, Marathi, Bengali, Odia, Gujarati, Kannada, Malayalam, Telugu, Tamil, Nepali"
Sanjaya,m,Hinduism
Sanjeet,m,Hindi
Sanjeev,m,"Hindi, Marathi, Gujarati, Punjabi, Telugu, Kannada"
Sanjib,m,Bengali
Sanjica,f,Croatian
Sanjin,m,Croatian
Sanjit,m,"Hindi, Bengali"
Sanjiv,m,"Hindi, Marathi, Gujarati, Punjabi, Telugu, Kannada"
Sankar,m,"Malayalam, Bengali"
Sanna,f,"Swedish, Finnish"
Sanne,f,"Dutch, Danish"
Sanni,f,Finnish
Sans,m,Medieval Spanish
Sansa,f,Literature
Sansone,m,Italian (Rare)
Santa 1,f,Italian
Santa 2,f,Latvian
Santana,f,"Spanish (Latin American), Portuguese (Brazilian), English (Modern)"
Sante,m,Italian
Santeri,m,Finnish
Santhosh,m,"Malayalam, Telugu, Tamil, Kannada"
Santi,m,"Spanish, Italian"
Santiago,m,"Spanish, Portuguese"
Santina,f,Italian
Santino,m,Italian
Santo,m,Italian
Santos,m,Spanish
Santosh,m,"Hindi, Marathi, Odia, Bengali, Assamese, Punjabi, Urdu, Malayalam, Telugu"
Santtu,m,Finnish
Santuzza,f,Italian (Rare)
Sanya 1,f,Arabic
Sanya 2,m,Russian
Sanyi,m,Hungarian
Sanzhar,m,Kazakh
Sao,f,Greek Mythology
Saodat,f,Uzbek
Saoirse,f,Irish
Saori,f,Japanese
Saorlaith,f,Irish
Saoul,m,Biblical Greek
Sapir,f,Hebrew
Sappheire,f,Biblical Greek
Sapphira,f,Biblical
Sapphire,f,English (Modern)
Sappho,f,Ancient Greek
Sára,f,"Hungarian, Czech, Slovak"
Sāra,f,Latvian
Sara,f,"Hebrew, Greek, Spanish, Italian, Portuguese, French, Catalan, Galician, Romanian, German, Dutch, Swedish, Norwegian, Danish, Icelandic, Finnish, Slovene, Croatian, Serbian, Bosnian, Albanian, Macedonian, Polish, English, Arabic, Persian, Amharic, Tigrinya, Biblical Hebrew, Biblical Latin"
